gesture,left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20
cameraOff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2767183148572083,0.09033162674354549,0.00688624551386107,0.4798365866612753,-0.0950233520621812,-0.026417613054331636,0.6347954249782685,-0.21013836832349242,-0.08969138046042366,0.7444918167837516,-0.3757761721897235,-0.14105185838759804,0.3849634890953027,-0.8823907481314115,0.03811181167790057,0.5905064784946749,-1.1398139770155729,-0.05748836424102799,0.7479961301390289,-1.0307102875834926,-0.11222462645821438,0.8124647716048365,-0.848666069108347,-0.12819924756708098,0.33284525107644275,-0.9426152735697698,-0.026277078773101703,0.6456679435522026,-1.228367783384131,-0.11934103352900254,0.801401567458424,-1.0304986696098248,-0.1367709941678209,0.8634965319784019,-0.8268694178205598,-0.12394719228130378,0.2965206531275703,-0.8979466764125499,-0.10538898776348203,0.6499539243820307,-0.7521516418929507,-0.22298254011390983,0.6084816762119049,-0.44133530573393054,-0.21155873592954244,0.50780256139549,-0.29666947389767,-0.16846675360950758,0.28556784589154,-0.739318072747317,-0.1856449609043982,0.548159657398144,-0.47906810946692596,-0.25337321452185335,0.4870946817147716,-0.29978524747744606,-0.22729764350532417,0.375822051425207,-0.28254555125406167,-0.189502705667086
cameraOff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27809067263916737,0.08141226534232934,0.008143396830245052,0.4743690939673694,-0.106549186686533,-0.023765878552411673,0.6224178234383171,-0.2040071088391486,-0.0855759316581257,0.7484770247219736,-0.33416117360913283,-0.13462443395014945,0.41080042521731175,-0.8632981038297833,0.04378245845607927,0.6156003735763171,-1.114785430104213,-0.047620620820075156,0.7668758086858327,-1.0048121124650635,-0.10336617776813281,0.8306119465967957,-0.8297711772319099,-0.12248144872342057,0.35523432880693845,-0.9345458184655787,-0.02080107751020476,0.657218029193125,-1.2406506296341804,-0.11029935110269191,0.8064501693615775,-1.0376491916505535,-0.12743479671638874,0.862350062906975,-0.824498894278706,-0.11627600485324063,0.3127313975405748,-0.9002902441045839,-0.10054327394151785,0.6566619859314479,-0.7626973532674007,-0.21243210034821805,0.6088919070524191,-0.4573848110252628,-0.19904804774470544,0.5094092342440196,-0.32258098069406016,-0.15799886362692048,0.29505783777947786,-0.7489905587758572,-0.18217246284400412,0.5442311225477693,-0.47280909163035,-0.24895662150624456,0.48133147455124314,-0.29553827741655553,-0.22510751161945852,0.37499312212349895,-0.28932052121081286,-0.19055676216374193
cameraOff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28882211509634165,0.0696187575590299,0.02253555451552618,0.488222570805649,-0.11773668276729674,-0.005112026208680053,0.6419933281959469,-0.22967582462205383,-0.06670915981395435,0.747081108184732,-0.39232819277492087,-0.11858535305477573,0.3801003745468989,-0.8842453782893792,0.07675231635834578,0.5670527609523681,-1.1204208288024242,-0.00746034776470586,0.7177563695450607,-1.0486309060413634,-0.05581089247558795,0.7871224208949363,-0.9245457772776847,-0.06792466697118567,0.3361145148617512,-0.9417625320278132,0.010505530344141817,0.6406634999119892,-1.1810764216740868,-0.06551583119802795,0.7834888329325748,-1.0114084742284426,-0.0760499188263956,0.8536465676204594,-0.8669232137044773,-0.05917790017940754,0.3071459505058934,-0.9021961183626934,-0.07148029846610336,0.6471892008673719,-0.7282493638081534,-0.17988102460981284,0.5880379172956474,-0.4292388333923539,-0.17538524314529363,0.48718594829894274,-0.3082910341846955,-0.136902617686798,0.30420917703024475,-0.7503210736325053,-0.1528119177371424,0.5525894220442429,-0.4753661770892148,-0.2127745623051765,0.48469411528375883,-0.3043592473476459,-0.19327939478099257,0.37364235780121297,-0.3052679910811138,-0.1613840431443594
cameraOff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2837171825157817,0.07209745948179533,0.0334100004060577,0.4833704487230356,-0.10150433552924935,0.00934870239206253,0.6375781617748547,-0.2014556618112895,-0.05133839329796951,0.7528284552496552,-0.3458195638800521,-0.09914207843073924,0.3891601871625145,-0.8757494914856802,0.07241806168154281,0.5805417303716018,-1.1432909025355753,-0.017149829834323393,0.7255668469776986,-1.03367674072505,-0.06355510524547624,0.7695542394675368,-0.8724412383718462,-0.07140939568394135,0.34506377331450083,-0.9385725040274903,-0.0035562662338165297,0.6631856434898944,-1.172319747023556,-0.08977426491822908,0.8037054524693907,-0.9619248789486708,-0.10404785216817497,0.8500024624321758,-0.7721241454331275,-0.08645955569584071,0.313868674439574,-0.8996180825378215,-0.09315770870002962,0.6501943858963128,-0.7260070207113319,-0.19946638551714352,0.5981811135709937,-0.4165962296075519,-0.18109408920283007,0.4982981981912086,-0.2821200196185114,-0.13299734954890857,0.30548956540360467,-0.7397311743852479,-0.1822257309006912,0.5574897092921945,-0.46236557619676777,-0.23363303185501424,0.4916304519251983,-0.28439856600437824,-0.1979967946435257,0.38132182406309534,-0.2714517346142531,-0.15381157949236068
cameraOff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28071484098417115,0.0625004736334487,0.021672732661161258,0.4928475211139655,-0.10805665046545579,-0.005925122378585234,0.647196340023234,-0.21254382406230413,-0.06560103517741765,0.7486345625590775,-0.37468568932868934,-0.1114550663443882,0.4012888454269595,-0.8673306615935508,0.05427790567851443,0.5964698083768512,-1.1374131995583336,-0.03208077662227658,0.7404122335665461,-1.0310176145528303,-0.07706706581195305,0.7847234357900844,-0.8725474624805162,-0.08637391231713347,0.34711156296734635,-0.9376720018008654,-0.016875422753924514,0.6548602168293617,-1.2076418599445726,-0.10008021876323384,0.7946453062790332,-0.9970383274354229,-0.1107290458661397,0.8370365542829772,-0.795403559026222,-0.0931537420666751,0.3070929122691221,-0.9082554229505214,-0.10156027508378179,0.6432800291687794,-0.734616917988449,-0.20155229677580594,0.5885998099468047,-0.43607035790465837,-0.17556078941971245,0.48924286615487594,-0.31913233890779524,-0.1267402644297055,0.2905182602465746,-0.7613726040884189,-0.18766966186884418,0.5426698659034251,-0.4690184872448087,-0.23804144102366098,0.471927000772717,-0.30048685163694494,-0.20088222973005038,0.3633883005361234,-0.30778135849301047,-0.15808064510329028
cameraOff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857075778043944,0.057913774879358434,0.03504422275748975,0.4870688858488983,-0.10700636081822264,0.010842985592093618,0.6386586184970686,-0.20077553440988644,-0.04943284678643651,0.7533602832302084,-0.3517289677455456,-0.09554268681982035,0.4003679033465303,-0.8723028626169257,0.06764155325927845,0.6101518689149875,-1.1254202974167418,-0.020565753456546678,0.7637337182642807,-0.9956849468885137,-0.06727438905414886,0.8165735802817934,-0.8085762030626777,-0.07659907853343906,0.34869229344689895,-0.9371697273086671,-0.011251075812577737,0.6702474344306634,-1.1845853258486434,-0.09743505245833713,0.814342074539955,-0.9615312097771406,-0.11000396498097717,0.8609002708604095,-0.7518458638473527,-0.09225696415968451,0.3155236719590568,-0.9038416932542085,-0.10309970371058272,0.6530805923416153,-0.7344569249282052,-0.20204517558690957,0.6050552600267082,-0.42698628949118445,-0.17281146079505427,0.5077484784101151,-0.2995891700671906,-0.1203434910707947,0.3051810386751442,-0.7509958436192593,-0.195954011284343,0.5570664034685693,-0.48829474146709917,-0.24203435830421038,0.49175183263634764,-0.3139287357205204,-0.19975568014657952,0.38489866999655126,-0.3066227767352544,-0.15211862888508457
cameraOff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29578179137159444,0.07303868237527,0.025732366480896326,0.4959134323253548,-0.09080006200926795,0.0026543799272402448,0.649652690329034,-0.16837271272182072,-0.05480924583613234,0.7737508271795767,-0.299766427060474,-0.10361828794790542,0.4290868900484802,-0.8544446348492787,0.07477732218455978,0.5934050315081134,-1.1188199958382683,-0.005494608898945923,0.724143663843563,-1.0899571899364626,-0.05580424151544943,0.7906044543519679,-1.016950091368493,-0.07128811932622647,0.380364355315157,-0.9248184334835783,0.005815693824930243,0.6756041459936144,-1.140787379810528,-0.07227496349277769,0.8183587250171857,-0.9578003882535696,-0.08882759275162198,0.8766486153780119,-0.7768347603638361,-0.07702152328299425,0.3406888893837188,-0.9049488347122793,-0.07801096712118431,0.664728318349381,-0.6967827807782028,-0.1884617267373144,0.611690645943642,-0.39436556989073174,-0.18891137299392574,0.506244721291936,-0.24340963490539935,-0.1524959657971671,0.3241042885699398,-0.7721795327663823,-0.1608729714372517,0.57146612936208,-0.49675012122053563,-0.22424704402838727,0.5118542310671088,-0.30386442605769964,-0.2061223624859725,0.40355081784955593,-0.2645967296383718,-0.17327395152620165
cameraOff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28635811450616044,0.10805836240252543,0.018261697099365183,0.49659402050502316,-0.06242683824018382,-0.008958975548421491,0.6516743445676201,-0.15320923427617808,-0.07089787542447597,0.7843806265877987,-0.287232187425786,-0.12166701582904639,0.42462526834620745,-0.8574157711264523,0.06870954124438616,0.6410505239139125,-1.1077682870861343,-0.021775975803708755,0.7906642331828029,-0.9968432816488154,-0.07436225107383629,0.8464418529470005,-0.8321695242992496,-0.08732650277655994,0.37760155034403353,-0.9259681451724248,-0.0002516023088325607,0.7033983267594885,-1.1801087983232905,-0.08781971474080404,0.8438699826617259,-0.97513606415794,-0.10566906277046158,0.8936186654357666,-0.7829808219321894,-0.09140232331554698,0.34425739553005197,-0.8973684558243813,-0.08548961592306223,0.6925420835008972,-0.7012822272497855,-0.2056655313469223,0.6288623878943378,-0.3854521068180584,-0.2018949209863021,0.5153177982112959,-0.2510099733533454,-0.16017253866790718,0.33466630403255304,-0.7505025437746888,-0.17015950235719401,0.5956127828302019,-0.4659411672392792,-0.24001870469873018,0.526676648034856,-0.2763973129961072,-0.21713362199020547,0.40851346406988087,-0.2710510076364148,-0.179608805820385
cameraOff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27293714127436347,0.08612549147033755,0.020514350222941312,0.47537115854676615,-0.07679154989627127,-0.002154889643803494,0.6306775126281038,-0.15785189760366686,-0.05862542356503632,0.7582217353509272,-0.3020779324623524,-0.10357929266001153,0.42582090042933246,-0.8591822720879861,0.07412593920807198,0.6092111389609068,-1.1230042977297177,-0.00905211368739204,0.7658600578710701,-1.0102164444518886,-0.05810437249121514,0.8197075950110777,-0.8255270678891443,-0.0689502416425134,0.37175312738692773,-0.9283132220809014,0.005845852188828542,0.6704020347876292,-1.200014673567423,-0.06758284828235755,0.8064564998900219,-0.9947178715560501,-0.07802538047572057,0.8485398867403952,-0.791067621957093,-0.05976950113931679,0.3268757618925711,-0.906478566610208,-0.07790172689927864,0.6590526950132652,-0.7440973104094821,-0.17584218012744923,0.6099496765132476,-0.439352859774188,-0.15599273206793643,0.5072441720885656,-0.31267350710597674,-0.1087914865391227,0.29947655448589433,-0.7650527142237423,-0.16280460596970497,0.552703287476194,-0.5239223183259244,-0.21900069746101958,0.4978194290284918,-0.34108591246055747,-0.18604367068195704,0.3883212966691842,-0.33068829633611724,-0.14204638519609933
cameraOff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26293370513688363,0.060160687789089666,0.007996140274059408,0.45307067320761063,-0.09255290659525545,-0.018545033866759868,0.606794664595806,-0.16887237184993636,-0.07444865920911789,0.7150064253198078,-0.3295809523257916,-0.1167703956393664,0.3796685095030023,-0.8859177161036182,0.06273530145647369,0.5733860973174941,-1.0840012469556306,-0.024632496171916037,0.730579524200838,-0.9522441250471269,-0.07857066813062355,0.7879703445408185,-0.7517229268854239,-0.09296799696405074,0.32011135470336105,-0.9473777176301892,0.002044682809706861,0.6194672342465062,-1.1921800040827197,-0.07514241104750449,0.7567927663095624,-0.9899499229562717,-0.08910037949702854,0.8065873489338494,-0.7944804392925338,-0.07317386991698605,0.27893585077778166,-0.9177288551870878,-0.07406151788723601,0.6047311282248904,-0.7586899320894825,-0.17642620617055826,0.5612367158342495,-0.458882011477145,-0.15534923336930792,0.4666094520166317,-0.33266164873271176,-0.105870746414122,0.25934875705254,-0.7761704765593074,-0.15237250167417957,0.50776737205861,-0.5365519189923936,-0.20831591478008027,0.44946976436738284,-0.3655310670876839,-0.171844082810226,0.3433994501447139,-0.3541453671953012,-0.12499338045237789
